,original prompts,pos tagged prompt
4702,Best harcourt health and fitness book Reviews,"[('best', 'JJS'), ('harcourt', 'NN'), ('health', 'NN'), ('and', 'CC'), ('fitness', 'NN'), ('book', 'NN'), ('reviews', 'NNS')]"
4703,©McGraw-Hill Higher Education Key Topics/Themes The division of Alexander's empire after his death The influence of Rome in Palestine,"[('©mcgraw-hill', 'NN'), ('higher', 'JJR'), ('education', 'NN'), ('key', 'JJ'), ('topics/themes', 'VBZ'), ('the', 'DT'), ('division', 'NN'), ('of', 'IN'), ('alexander', 'NN'), (""'s"", 'POS'), ('empire', 'NN'), ('after', 'IN'), ('his', 'PRP$'), ('death', 'NN'), ('the', 'DT'), ('influence', 'NN'), ('of', 'IN'), ('rome', 'NN'), ('in', 'IN'), ('palestine', 'NN')]"
4704,Honor View 20,"[('honor', 'NN'), ('view', 'NN'), ('20', 'CD')]"
4705,Eterna Modern Fit Pure Cotton Long Sleeve Shirt - Blue,"[('eterna', 'JJ'), ('modern', 'JJ'), ('fit', 'JJ'), ('pure', 'NN'), ('cotton', 'NN'), ('long', 'RB'), ('sleeve', 'JJ'), ('shirt', 'NN'), ('-', ':'), ('blue', 'NN')]"
4706,Large Capacity Load Bearing Backpack with Metal Frame ISO Standard,"[('large', 'JJ'), ('capacity', 'NN'), ('load', 'NN'), ('bearing', 'VBG'), ('backpack', 'NN'), ('with', 'IN'), ('metal', 'NN'), ('frame', 'NN'), ('iso', 'JJ'), ('standard', 'NN')]"
4707,Set de 2 Heat Sink Aluminium Bleus,"[('set', 'VBN'), ('de', 'FW'), ('2', 'CD'), ('heat', 'NN'), ('sink', 'NN'), ('aluminium', 'NN'), ('bleus', 'NN')]"
4708,Hawaii Zip Shirt,"[('hawaii', 'NN'), ('zip', 'NN'), ('shirt', 'NN')]"
4709,Balenciaga Oversize Wool Knit Turtleneck Sweater,"[('balenciaga', 'NN'), ('oversize', 'VB'), ('wool', 'JJ'), ('knit', 'NN'), ('turtleneck', 'NN'), ('sweater', 'NN')]"
4710,Ivy Place engagement photos,"[('ivy', 'JJ'), ('place', 'NN'), ('engagement', 'NN'), ('photos', 'NNS')]"
4711,Chinese Princess Clothing and Hair Accessories Full Set,"[('chinese', 'JJ'), ('princess', 'NN'), ('clothing', 'NN'), ('and', 'CC'), ('hair', 'NN'), ('accessories', 'NNS'), ('full', 'JJ'), ('set', 'NN')]"
4712,Questions to Shape a Change Program,"[('questions', 'NNS'), ('to', 'TO'), ('shape', 'VB'), ('a', 'DT'), ('change', 'NN'), ('program', 'NN')]"
4713,"506 Lily Court, Champaign, IL 61821 (MLS #10644834) :: Suburban Life Realty","[('506', 'CD'), ('lily', 'JJ'), ('court', 'NN'), (',', ','), ('champaign', 'NN'), (',', ','), ('il', 'JJ'), ('61821', 'CD'), ('(', '('), ('mls', 'JJ'), ('#', '#'), ('10644834', 'CD'), (')', ')'), (':', ':'), (':', ':'), ('suburban', 'JJ'), ('life', 'NN'), ('realty', 'NN')]"
4714,Federal 595 Rs-r 20545r16 83w Bsw 4 Tires,"[('federal', 'JJ'), ('595', 'CD'), ('rs-r', 'JJ'), ('20545r16', 'CD'), ('83w', 'CD'), ('bsw', 'NN'), ('4', 'CD'), ('tires', 'NNS')]"
4715,storage for small bathroom ideas here are some of the easiest bathroom storage ideas you,"[('storage', 'NN'), ('for', 'IN'), ('small', 'JJ'), ('bathroom', 'NN'), ('ideas', 'NNS'), ('here', 'RB'), ('are', 'VBP'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('easiest', 'JJS'), ('bathroom', 'NN'), ('storage', 'NN'), ('ideas', 'NNS'), ('you', 'PRP')]"
4716,Kitchen Countertops Quartz by Gray Quartz Countertops Design Ideas,"[('kitchen', 'NN'), ('countertops', 'NNS'), ('quartz', 'VBN'), ('by', 'IN'), ('gray', 'JJ'), ('quartz', 'JJ'), ('countertops', 'NNS'), ('design', 'NN'), ('ideas', 'NNS')]"
4717,Ham and Bean Soup (Slow Cooker),"[('ham', 'NN'), ('and', 'CC'), ('bean', 'JJ'), ('soup', 'NN'), ('(', '('), ('slow', 'JJ'), ('cooker', 'NN'), (')', ')')]"
4718,Portrait of a big gray striped cat Stock Image,"[('portrait', 'NN'), ('of', 'IN'), ('a', 'DT'), ('big', 'JJ'), ('gray', 'NN'), ('striped', 'VBD'), ('cat', 'NN'), ('stock', 'NN'), ('image', 'NN')]"
4719,"Brent Beamesderfer, Texas Parks and Wildlife Hunter Education instructor presents Dayton Community Center Facility Director Amanda Wilson a certificate of appreciation. Photo: SUBMITTED PHOTO","[('brent', 'NN'), ('beamesderfer', 'NN'), (',', ','), ('texas', 'NN'), ('parks', 'NNS'), ('and', 'CC'), ('wildlife', 'NN'), ('hunter', 'NN'), ('education', 'NN'), ('instructor', 'NN'), ('presents', 'VBZ'), ('dayton', 'JJ'), ('community', 'NN'), ('center', 'NN'), ('facility', 'NN'), ('director', 'NN'), ('amanda', 'VBD'), ('wilson', 'WRB'), ('a', 'DT'), ('certificate', 'NN'), ('of', 'IN'), ('appreciation', 'NN'), ('.', '.'), ('photo', 'NN'), (':', ':'), ('submitted', 'VBN'), ('photo', 'NN')]"
4720,"A Question of Consensus the Doctrine of Assurance After the Westminster Confession - Master, Jonathan","[('a', 'DT'), ('question', 'NN'), ('of', 'IN'), ('consensus', 'NN'), ('the', 'DT'), ('doctrine', 'NN'), ('of', 'IN'), ('assurance', 'NN'), ('after', 'IN'), ('the', 'DT'), ('westminster', 'NN'), ('confession', 'NN'), ('-', ':'), ('master', 'NN'), (',', ','), ('jonathan', 'NN')]"
4721,"""""""GE Profile™ Series 30"""""""" Free-Standing Gas Double Oven Convection Range""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('ge', 'NN'), ('profile™', 'NN'), ('series', 'NN'), ('30', 'CD'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('free-standing', 'NN'), ('gas', 'NN'), ('double', 'JJ'), ('oven', 'JJ'), ('convection', 'NN'), ('range', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
4722,VINTAGE WOODEN LIDDED POT 17 cm TALL (W3),"[('vintage', 'NN'), ('wooden', 'NN'), ('lidded', 'VBD'), ('pot', 'NN'), ('17', 'CD'), ('cm', 'NN'), ('tall', 'NN'), ('(', '('), ('w3', 'NN'), (')', ')')]"
4723,Welcome to Monte Carlo Beach Hotel,"[('welcome', 'NN'), ('to', 'TO'), ('monte', 'VB'), ('carlo', 'JJ'), ('beach', 'NN'), ('hotel', 'NN')]"
4724,Free For Personal And Commercial Use Advent Wreath Clip Art Freebies Free Clip Art,"[('free', 'JJ'), ('for', 'IN'), ('personal', 'JJ'), ('and', 'CC'), ('commercial', 'JJ'), ('use', 'NN'), ('advent', 'JJ'), ('wreath', 'NN'), ('clip', 'NN'), ('art', 'NN'), ('freebies', 'NNS'), ('free', 'VBP'), ('clip', 'NNS'), ('art', 'NN')]"
4725,9 1 4 9 lab subnetting network topologies ip address router,"[('9', 'CD'), ('1', 'CD'), ('4', 'CD'), ('9', 'CD'), ('lab', 'NN'), ('subnetting', 'VBG'), ('network', 'NN'), ('topologies', 'NNS'), ('ip', 'VBP'), ('address', 'NN'), ('router', 'NN')]"
4726,"""""""Abortion rights opponents gather during a rally in downtown Louisville earlier this summer. A federal judge issued an order to keep protesters away from a """"""""buffer zone"""""""" outside the EMW Women's Surgical Center.""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('abortion', 'NN'), ('rights', 'NNS'), ('opponents', 'VBZ'), ('gather', 'NN'), ('during', 'IN'), ('a', 'DT'), ('rally', 'NN'), ('in', 'IN'), ('downtown', 'NN'), ('louisville', 'NN'), ('earlier', 'RBR'), ('this', 'DT'), ('summer', 'NN'), ('.', '.'), ('a', 'DT'), ('federal', 'JJ'), ('judge', 'NN'), ('issued', 'VBD'), ('an', 'DT'), ('order', 'NN'), ('to', 'TO'), ('keep', 'VB'), ('protesters', 'NNS'), ('away', 'RB'), ('from', 'IN'), ('a', 'DT'), ('``', '``'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('buffer', 'VBP'), ('zone', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('outside', 'IN'), ('the', 'DT'), ('emw', 'JJ'), ('women', 'NNS'), (""'s"", 'POS'), ('surgical', 'JJ'), ('center', 'NN'), ('.', '.'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
4727,Music set with colorful notes,"[('music', 'NN'), ('set', 'NN'), ('with', 'IN'), ('colorful', 'JJ'), ('notes', 'NNS')]"
4728,Glad young woman lying on a massage table,"[('glad', 'JJ'), ('young', 'JJ'), ('woman', 'NN'), ('lying', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('massage', 'NN'), ('table', 'NN')]"
4729,"3 bed maisonette to rent in Coborn Road, London E3","[('3', 'CD'), ('bed', 'NN'), ('maisonette', 'NN'), ('to', 'TO'), ('rent', 'VB'), ('in', 'IN'), ('coborn', 'JJ'), ('road', 'NN'), (',', ','), ('london', 'VBZ'), ('e3', 'NN')]"
4730,Rydale,"[('rydale', 'NN')]"
4731,"Arsenal shareholder Alisher Usmanov, pictured, wants Arsene Wenger to learn from his mistakes","[('arsenal', 'JJ'), ('shareholder', 'NN'), ('alisher', 'NN'), ('usmanov', 'NN'), (',', ','), ('pictured', 'VBN'), (',', ','), ('wants', 'VBZ'), ('arsene', 'JJ'), ('wenger', 'NN'), ('to', 'TO'), ('learn', 'VB'), ('from', 'IN'), ('his', 'PRP$'), ('mistakes', 'NNS')]"
4732,8.00 Carat (ctw) 18K White Gold Round Cut Real Black And White Diamond Ladies Tennis Bracelet 8 CT,"[('8.00', 'CD'), ('carat', 'NN'), ('(', '('), ('ctw', 'NN'), (')', ')'), ('18k', 'CD'), ('white', 'JJ'), ('gold', 'NN'), ('round', 'NN'), ('cut', 'NN'), ('real', 'JJ'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('diamond', 'NN'), ('ladies', 'NNS'), ('tennis', 'VBP'), ('bracelet', 'NN'), ('8', 'CD'), ('ct', 'NN')]"
4733,A.Jaffe Center of My Universe Rose Gold Diamond Halo Engagement Ring MES630/151,"[('a.jaffe', 'RB'), ('center', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('universe', 'NN'), ('rose', 'VBD'), ('gold', 'JJ'), ('diamond', 'NN'), ('halo', 'NN'), ('engagement', 'NN'), ('ring', 'VBG'), ('mes630/151', 'NN')]"
4734,2007 (07) Jeep GRAND CHEROKEE Diesel ** Automatic ** Only 86k ** F/S/H **,"[('2007', 'CD'), ('(', '('), ('07', 'CD'), (')', ')'), ('jeep', 'NN'), ('grand', 'JJ'), ('cherokee', 'NN'), ('diesel', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('automatic', 'JJ'), ('*', 'NN'), ('*', 'NNP'), ('only', 'RB'), ('86k', 'CD'), ('*', 'JJ'), ('*', 'NNP'), ('f/s/h', 'NN'), ('*', 'NNP'), ('*', 'NN')]"
4735,internetarchive.wordpress.com,"[('internetarchive.wordpress.com', 'NN')]"
4736,Reese's S'mores,"[('reese', 'NN'), (""'s"", 'POS'), (""s'mores"", 'NNS')]"
4737,care home design guide uk new power of attorney guide for care home staff sssc news,"[('care', 'NN'), ('home', 'NN'), ('design', 'NN'), ('guide', 'RB'), ('uk', 'JJ'), ('new', 'JJ'), ('power', 'NN'), ('of', 'IN'), ('attorney', 'NN'), ('guide', 'NN'), ('for', 'IN'), ('care', 'NN'), ('home', 'NN'), ('staff', 'NN'), ('sssc', 'JJ'), ('news', 'NN')]"
4738,"Spotted Hyena or Spotted Hyaena (Crocuta crocuta) with a Cape Buffalo skull, Ngorongoro Crater, Tanzania","[('spotted', 'VBN'), ('hyena', 'NN'), ('or', 'CC'), ('spotted', 'VBN'), ('hyaena', 'NN'), ('(', '('), ('crocuta', 'JJ'), ('crocuta', 'NN'), (')', ')'), ('with', 'IN'), ('a', 'DT'), ('cape', 'NN'), ('buffalo', 'NN'), ('skull', 'NN'), (',', ','), ('ngorongoro', 'JJ'), ('crater', 'NN'), (',', ','), ('tanzania', 'NN')]"
4739,"""RISE 27"""" Double Wall Oven with MultiMode® Convection System""","[('``', '``'), ('rise', 'NN'), ('27', 'CD'), (""''"", ""''""), (""''"", ""''""), ('double', 'JJ'), ('wall', 'NN'), ('oven', 'RB'), ('with', 'IN'), ('multimode®', 'JJ'), ('convection', 'NN'), ('system', 'NN'), (""''"", ""''"")]"
4740,Randy Newman - Sail Away,"[('randy', 'NN'), ('newman', 'SYM'), ('-', ':'), ('sail', 'NN'), ('away', 'RB')]"
4741,NEW Kotobukiya Star Wars Force Awakens 1/10 Stormtrooper ArtFx+ Single Pack,"[('new', 'JJ'), ('kotobukiya', 'NNS'), ('star', 'NN'), ('wars', 'NNS'), ('force', 'VBP'), ('awakens', 'VBZ'), ('1/10', 'CD'), ('stormtrooper', 'NN'), ('artfx+', 'NN'), ('single', 'JJ'), ('pack', 'NN')]"
4742,All Fish Faces brief review 2.jpg,"[('all', 'DT'), ('fish', 'JJ'), ('faces', 'VBZ'), ('brief', 'JJ'), ('review', 'NN'), ('2.jpg', 'CD')]"
4743,"Embodying Situations & Issues: Sharing Contexts and Encouraging Dialogue, Heiner Benking, IFSR Newsletter 1998 Vol 17 No 3-4 December","[('embodying', 'VBG'), ('situations', 'NNS'), ('&', 'CC'), ('issues', 'NNS'), (':', ':'), ('sharing', 'VBG'), ('contexts', 'NN'), ('and', 'CC'), ('encouraging', 'JJ'), ('dialogue', 'NN'), (',', ','), ('heiner', 'NN'), ('benking', 'NN'), (',', ','), ('ifsr', 'NN'), ('newsletter', 'NN'), ('1998', 'CD'), ('vol', 'NN'), ('17', 'CD'), ('no', 'DT'), ('3-4', 'JJ'), ('december', 'NN')]"
4744,Custom Emerald Cut Emerald Eternity Band,"[('custom', 'NN'), ('emerald', 'NN'), ('cut', 'NN'), ('emerald', 'VBP'), ('eternity', 'NN'), ('band', 'NN')]"
4745,Business for sale Grocery Deli Fresh Breads Produce Store Established Easy Work,"[('business', 'NN'), ('for', 'IN'), ('sale', 'NN'), ('grocery', 'NN'), ('deli', 'JJ'), ('fresh', 'JJ'), ('breads', 'NNS'), ('produce', 'VBP'), ('store', 'NN'), ('established', 'VBN'), ('easy', 'JJ'), ('work', 'NN')]"
4746,"Ottomanson Ottohome Collection Contemporary Leaves Design Non-Skid Rubber Backing Modern Area Rug, 82 X 910, Chocolate Brown","[('ottomanson', 'JJ'), ('ottohome', 'JJ'), ('collection', 'NN'), ('contemporary', 'JJ'), ('leaves', 'NNS'), ('design', 'VBP'), ('non-skid', 'JJ'), ('rubber', 'NN'), ('backing', 'VBG'), ('modern', 'JJ'), ('area', 'NN'), ('rug', 'NN'), (',', ','), ('82', 'CD'), ('x', 'NN'), ('910', 'CD'), (',', ','), ('chocolate', 'NN'), ('brown', 'NN')]"
4747,Cute-Teddy-Bear-for-little-kids-and-children-PIXHOME-wallpaper-wp3404343,"[('cute-teddy-bear-for-little-kids-and-children-pixhome-wallpaper-wp3404343', 'NN')]"
4748,Delicious catering aboard Woodwind for Australian &amp; NZ Wine Tasting,"[('delicious', 'JJ'), ('catering', 'VBG'), ('aboard', 'JJ'), ('woodwind', 'NN'), ('for', 'IN'), ('australian', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('nz', 'CC'), ('wine', 'VB'), ('tasting', 'NN')]"
4749,Get electricity   NO deposit   NOT prepaid  HURRY ENDS SOON,"[('get', 'VB'), ('electricity', 'NN'), ('no', 'DT'), ('deposit', 'NN'), ('not', 'RB'), ('prepaid', 'JJ'), ('hurry', 'NN'), ('ends', 'VBZ'), ('soon', 'RB')]"
4750,Giraffe Low Poly Mammal African Wild Animal Lowpoly royalty-free 3d model - Preview no. 2,"[('giraffe', 'NN'), ('low', 'JJ'), ('poly', 'NN'), ('mammal', 'JJ'), ('african', 'JJ'), ('wild', 'JJ'), ('animal', 'JJ'), ('lowpoly', 'NN'), ('royalty-free', 'JJ'), ('3d', 'CD'), ('model', 'NN'), ('-', ':'), ('preview', 'NN'), ('no', 'DT'), ('.', '.'), ('2', 'CD')]"
4751,1996 Mercury Cougar  XR7 Owners Manual  Collection with Case,"[('1996', 'CD'), ('mercury', 'NN'), ('cougar', 'NN'), ('xr7', 'NN'), ('owners', 'NNS'), ('manual', 'JJ'), ('collection', 'NN'), ('with', 'IN'), ('case', 'NN')]"
4752,OPP New footwear 2017 Summer Mens Shoes Loafers For Men Cow Leather Flats Shoes Casual Sequins White Shoes Leather Loafers Man,"[('opp', 'JJ'), ('new', 'JJ'), ('footwear', 'NN'), ('2017', 'CD'), ('summer', 'NN'), ('mens', 'NNS'), ('shoes', 'VBZ'), ('loafers', 'NNS'), ('for', 'IN'), ('men', 'NNS'), ('cow', 'VBP'), ('leather', 'NN'), ('flats', 'NNS'), ('shoes', 'VBP'), ('casual', 'JJ'), ('sequins', 'NNS'), ('white', 'JJ'), ('shoes', 'NNS'), ('leather', 'CC'), ('loafers', 'NNS'), ('man', 'NN')]"
4753,"""Mario Biondi - This Is What You Are (7"""")""","[('``', '``'), ('mario', 'NN'), ('biondi', 'SYM'), ('-', ':'), ('this', 'DT'), ('is', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('are', 'VBP'), ('(', '('), ('7', 'CD'), (""''"", ""''""), (""''"", ""''""), (')', ')'), (""''"", ""''"")]"
4754,1998 Mercedes Benz SL320 for sale at The Classic Motor Hub,"[('1998', 'CD'), ('mercedes', 'NNS'), ('benz', 'VBP'), ('sl320', 'NN'), ('for', 'IN'), ('sale', 'NN'), ('at', 'IN'), ('the', 'DT'), ('classic', 'JJ'), ('motor', 'NN'), ('hub', 'NN')]"
4755,Contemporary Dorsey Mocha Armchair,"[('contemporary', 'JJ'), ('dorsey', 'NN'), ('mocha', 'NN'), ('armchair', 'NN')]"
4756,Uggs at Nordstrom,"[('uggs', 'NNS'), ('at', 'IN'), ('nordstrom', 'NN')]"
4757,What happens to your body when you die,"[('what', 'WP'), ('happens', 'VBZ'), ('to', 'TO'), ('your', 'PRP$'), ('body', 'NN'), ('when', 'WRB'), ('you', 'PRP'), ('die', 'VBP')]"
4758,"""Quilt pattern designed by 3 Sisters. This sample uses the Moda fabric line called """"Grace.""""""","[('``', '``'), ('quilt', 'JJ'), ('pattern', 'NN'), ('designed', 'VBN'), ('by', 'IN'), ('3', 'CD'), ('sisters', 'NNS'), ('.', '.'), ('this', 'DT'), ('sample', 'JJ'), ('uses', 'VBZ'), ('the', 'DT'), ('moda', 'NN'), ('fabric', 'NN'), ('line', 'NN'), ('called', 'VBN'), ('``', '``'), (""''"", ""''""), ('grace', 'NN'), ('.', '.'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
4759,District DT8001 Charcoal Heather,"[('district', 'NN'), ('dt8001', 'NN'), ('charcoal', 'NN'), ('heather', 'NN')]"
4760,"""""""Vegan Cookies And Cream Cake 4""""""""  Class= - Cookie And Creamcake With Candle, HD Png Download, Free Download""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('vegan', 'JJ'), ('cookies', 'NNS'), ('and', 'CC'), ('cream', 'NN'), ('cake', 'VBP'), ('4', 'CD'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('class=', 'SYM'), ('-', ':'), ('cookie', 'NN'), ('and', 'CC'), ('creamcake', 'NN'), ('with', 'IN'), ('candle', 'NN'), (',', ','), ('hd', 'NN'), ('png', 'NN'), ('download', 'NN'), (',', ','), ('free', 'JJ'), ('download', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
4761,30-Inch Wide Electric Range With True Convection And Power Preheat - 6.4 Cu. Ft.,"[('30-inch', 'JJ'), ('wide', 'JJ'), ('electric', 'JJ'), ('range', 'NN'), ('with', 'IN'), ('true', 'JJ'), ('convection', 'NN'), ('and', 'CC'), ('power', 'NN'), ('preheat', 'NN'), ('-', ':'), ('6.4', 'CD'), ('cu', 'NN'), ('.', '.'), ('ft', 'NN'), ('.', '.')]"
4762,"12792 State Route 101, Caulfield, MO 65626 (MLS #60134199) :: Sue Carter Real Estate Group","[('12792', 'CD'), ('state', 'NN'), ('route', 'NN'), ('101', 'CD'), (',', ','), ('caulfield', 'NN'), (',', ','), ('mo', 'FW'), ('65626', 'CD'), ('(', '('), ('mls', 'JJ'), ('#', '#'), ('60134199', 'CD'), (')', ')'), (':', ':'), (':', ':'), ('sue', 'NN'), ('carter', 'NN'), ('real', 'JJ'), ('estate', 'NN'), ('group', 'NN')]"
4763,2019 Subaru Forester 2.5i-S S5 MY19 Four Wheel Drive Silver,"[('2019', 'CD'), ('subaru', 'JJ'), ('forester', 'RBR'), ('2.5i-s', 'JJ'), ('s5', 'NN'), ('my19', 'FW'), ('four', 'CD'), ('wheel', 'NN'), ('drive', 'NN'), ('silver', 'NN')]"
4764,"Yan Bin, one of the 'top 10 richest Chinese 2015: Hurun' by China.org.cn.","[('yan', 'JJ'), ('bin', 'NN'), (',', ','), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), (""'top"", 'JJ'), ('10', 'CD'), ('richest', 'JJS'), ('chinese', 'JJ'), ('2015', 'CD'), (':', ':'), ('hurun', 'NN'), (""'"", ""''""), ('by', 'IN'), ('china.org.cn', 'NN'), ('.', '.')]"
4765,Flat Front Travel Trousers,"[('flat', 'JJ'), ('front', 'NN'), ('travel', 'NN'), ('trousers', 'NNS')]"
4766,Legend of Morning Glory,"[('legend', 'NN'), ('of', 'IN'), ('morning', 'NN'), ('glory', 'NN')]"
4767,Mountain Scenery Samsung Case,"[('mountain', 'NN'), ('scenery', 'NN'), ('samsung', 'NN'), ('case', 'NN')]"
4768,Operating Expense Ratio Increased from last year,"[('operating', 'VBG'), ('expense', 'NN'), ('ratio', 'NN'), ('increased', 'VBD'), ('from', 'IN'), ('last', 'JJ'), ('year', 'NN')]"
4769,Women's Sea Shell Necklace and Earrings Set 1,"[('women', 'NNS'), (""'s"", 'POS'), ('sea', 'NN'), ('shell', 'NN'), ('necklace', 'NN'), ('and', 'CC'), ('earrings', 'NNS'), ('set', 'VBD'), ('1', 'CD')]"
4770,Tweed Zip-Front Jacket,"[('tweed', 'VB'), ('zip-front', 'NN'), ('jacket', 'NN')]"
4771,Travel Tour Packages to Kataw Waterfalls,"[('travel', 'NN'), ('tour', 'NN'), ('packages', 'NNS'), ('to', 'TO'), ('kataw', 'VB'), ('waterfalls', 'NNS')]"
4772,Alluring window and charming white deep kitchen sinks and fabulous black countertop,"[('alluring', 'VBG'), ('window', 'NN'), ('and', 'CC'), ('charming', 'VBG'), ('white', 'JJ'), ('deep', 'JJ'), ('kitchen', 'NN'), ('sinks', 'NNS'), ('and', 'CC'), ('fabulous', 'JJ'), ('black', 'JJ'), ('countertop', 'NN')]"
4773,BM-63VE Industrial Turret Milling Machine Table Travel: (X) - 890mm (Y) - 400mm (Z) - 400mm Includes,"[('bm-63ve', 'JJ'), ('industrial', 'JJ'), ('turret', 'NN'), ('milling', 'NN'), ('machine', 'NN'), ('table', 'JJ'), ('travel', 'NN'), (':', ':'), ('(', '('), ('x', 'NN'), (')', ')'), ('-', ':'), ('890mm', 'CD'), ('(', '('), ('y', 'NN'), (')', ')'), ('-', ':'), ('400mm', 'CD'), ('(', '('), ('z', 'NN'), (')', ')'), ('-', ':'), ('400mm', 'CD'), ('includes', 'VBZ')]"
4774,1 Red Rose Victorian Design Vintage Decal Transfer Floral Shabby Chic Furniture,"[('1', 'CD'), ('red', 'JJ'), ('rose', 'VBD'), ('victorian', 'JJ'), ('design', 'NN'), ('vintage', 'NN'), ('decal', 'JJ'), ('transfer', 'NN'), ('floral', 'JJ'), ('shabby', 'NN'), ('chic', 'JJ'), ('furniture', 'NN')]"
4775,"Live Camera from Wishkah Valley School, Wishkah, WA","[('live', 'JJ'), ('camera', 'NN'), ('from', 'IN'), ('wishkah', 'JJ'), ('valley', 'JJ'), ('school', 'NN'), (',', ','), ('wishkah', 'NN'), (',', ','), ('wa', 'NN')]"
4776,Keep calm by focusing on Grizzly Bears Photo Art,"[('keep', 'VB'), ('calm', 'NN'), ('by', 'IN'), ('focusing', 'VBG'), ('on', 'IN'), ('grizzly', 'NN'), ('bears', 'NNS'), ('photo', 'VBP'), ('art', 'NN')]"
4777,Logo of the podcast BFM : 02/03 - Morning Briefing,"[('logo', 'NN'), ('of', 'IN'), ('the', 'DT'), ('podcast', 'NN'), ('bfm', 'NN'), (':', ':'), ('02/03', 'CD'), ('-', ':'), ('morning', 'NN'), ('briefing', 'NN')]"
4778,Contemporary Landscape by Wallace Landscape Associates,"[('contemporary', 'JJ'), ('landscape', 'NN'), ('by', 'IN'), ('wallace', 'NN'), ('landscape', 'NN'), ('associates', 'NNS')]"
4779,Kate Middleton nuovo incinta!,"[('kate', 'VB'), ('middleton', 'NN'), ('nuovo', 'IN'), ('incinta', 'NN'), ('!', '.')]"
4780,Led Landscape Lighting Controller: Outdoor 10W RGB Waterproof LED Flood Light Landscape Lamp,"[('led', 'VBN'), ('landscape', 'NN'), ('lighting', 'VBG'), ('controller', 'NN'), (':', ':'), ('outdoor', 'JJ'), ('10w', 'CD'), ('rgb', 'NN'), ('waterproof', 'NN'), ('led', 'VBD'), ('flood', 'NN'), ('light', 'NN'), ('landscape', 'NN'), ('lamp', 'NN')]"
4781,English Stout Isolated with clipping path stock photo,"[('english', 'JJ'), ('stout', 'NN'), ('isolated', 'VBN'), ('with', 'IN'), ('clipping', 'VBG'), ('path', 'NN'), ('stock', 'NN'), ('photo', 'NN')]"
4782,Folding bicycles sell like hot cakes in S'pore as more take up cycling during Covid-19 pandemic - The Straits Times,"[('folding', 'VBG'), ('bicycles', 'NNS'), ('sell', 'VBP'), ('like', 'IN'), ('hot', 'JJ'), ('cakes', 'NNS'), ('in', 'IN'), (""s'pore"", 'NN'), ('as', 'IN'), ('more', 'RBR'), ('take', 'VBP'), ('up', 'RP'), ('cycling', 'VBG'), ('during', 'IN'), ('covid-19', 'JJ'), ('pandemic', 'JJ'), ('-', ':'), ('the', 'DT'), ('straits', 'NNS'), ('times', 'NNS')]"
4783,1970 Oldsmobile Cutlass for sale 101461018,"[('1970', 'CD'), ('oldsmobile', 'JJ'), ('cutlass', 'NN'), ('for', 'IN'), ('sale', 'NN'), ('101461018', 'CD')]"
4784,"Ges The Horsebox, A Free-Range Rolling Home","[('ges', 'NNS'), ('the', 'DT'), ('horsebox', 'NN'), (',', ','), ('a', 'DT'), ('free-range', 'JJ'), ('rolling', 'NN'), ('home', 'NN')]"
4785,The Herbariae Collection 16Pc Dinnerware Set,"[('the', 'DT'), ('herbariae', 'NN'), ('collection', 'NN'), ('16pc', 'CD'), ('dinnerware', 'NN'), ('set', 'VBN')]"
4786,White With Pink Flowers Wedding Cake Cakecentral,"[('white', 'JJ'), ('with', 'IN'), ('pink', 'JJ'), ('flowers', 'NNS'), ('wedding', 'VBG'), ('cake', 'NN'), ('cakecentral', 'NN')]"
4787,Handmade Brass Filigree Table Lamp (Morocco) | Overstock.com Shopping - Great Deals on Table Lamps,"[('handmade', 'NN'), ('brass', 'NN'), ('filigree', 'VBP'), ('table', 'NN'), ('lamp', 'NN'), ('(', '('), ('morocco', 'NN'), (')', ')'), ('|', 'VBZ'), ('overstock.com', 'JJ'), ('shopping', 'VBG'), ('-', ':'), ('great', 'JJ'), ('deals', 'NNS'), ('on', 'IN'), ('table', 'JJ'), ('lamps', 'NNS')]"
4788,Villa Luka Apartment Red mit Pool,"[('villa', 'NN'), ('luka', 'NN'), ('apartment', 'NN'), ('red', 'JJ'), ('mit', 'NN'), ('pool', 'NN')]"
