,original prompts,pos tagged prompt
6040,Steel Apple theme screenshot,"[('steel', 'NN'), ('apple', 'NN'), ('theme', 'NN'), ('screenshot', 'NN')]"
6041,Cairo-Back from the Wilderness,"[('cairo', 'NNP'), ('-', 'HYPH'), ('back', 'RB'), ('from', 'IN'), ('the', 'DT'), ('wilderness', 'NN')]"
6042,Navy blue soft silk saree,"[('navy', 'NN'), ('blue', 'JJ'), ('soft', 'JJ'), ('silk', 'NN'), ('saree', 'NN')]"
6043,Shelley Cooper Jewelry Vintage Jade Glass Ring - Best Jewelry for Off the Shoulder Dress: Unique and antique,"[('shelley', 'NNP'), ('cooper', 'NN'), ('jewelry', 'NN'), ('vintage', 'JJ'), ('jade', 'NN'), ('glass', 'NN'), ('ring', 'NN'), ('-', 'HYPH'), ('best', 'JJS'), ('jewelry', 'NN'), ('for', 'IN'), ('off', 'IN'), ('the', 'DT'), ('shoulder', 'NN'), ('dress', 'NN'), (':', ':'), ('unique', 'JJ'), ('and', 'CC'), ('antique', 'NN')]"
6044,Pointwise: Reliable CFD meshing,"[('pointwise', 'NN'), (':', ':'), ('reliable', 'JJ'), ('cfd', 'NN'), ('meshing', 'NN')]"
6045,chair yoga,"[('chair', 'NN'), ('yoga', 'NN')]"
6046,Adorable long haired cat of siberian breed in relax. Hypoallergenic pet of livestock,"[('adorable', 'JJ'), ('long', 'JJ'), ('haired', 'JJ'), ('cat', 'NN'), ('of', 'IN'), ('siberian', 'JJ'), ('breed', 'NN'), ('in', 'IN'), ('relax', 'NN'), ('.', '.'), ('hypoallergenic', 'JJ'), ('pet', 'NN'), ('of', 'IN'), ('livestock', 'NN')]"
6047,Polo PH3095 903887 GRAYMATTE BLACK,"[('polo', 'NN'), ('ph3095', 'NN'), ('903887', 'CD'), ('graymatte', 'NN'), ('black', 'NN')]"
6048,Topman Mens Size M Cotton Graphic Cream Sweatshirt,"[('topman', 'NN'), ('mens', 'NNS'), ('size', 'NN'), ('m', 'NN'), ('cotton', 'NN'), ('graphic', 'NN'), ('cream', 'NN'), ('sweatshirt', 'NN')]"
6049,JetSpin,"[('jetspin', 'NNP')]"
6050,R_934M_turquoise_front#turquoise,"[('r_934m_turquoise_front#turquoise', 'ADD')]"
6051,Ordino : Digital Agency PSD Template - Creative Photoshop,"[('ordino', 'NN'), (':', ':'), ('digital', 'JJ'), ('agency', 'NN'), ('psd', 'NN'), ('template', 'NN'), ('-', 'HYPH'), ('creative', 'JJ'), ('photoshop', 'NN')]"
6052,THANK YOU BANNER  Rustic Banner  Wedding Banner - Engagement Party Decoration - Photo Prop,"[('thank', 'VBP'), ('you', 'PRP'), ('banner', 'NN'), ('rustic', 'JJ'), ('banner', 'NN'), ('wedding', 'NN'), ('banner', 'NN'), ('-', 'HYPH'), ('engagement', 'NN'), ('party', 'NN'), ('decoration', 'NN'), ('-', 'HYPH'), ('photo', 'NN'), ('prop', 'NN')]"
6053,BE MY VALENTINE W/HEART DESIGN STRIPED LONG SLEEVE,"[('be', 'VB'), ('my', 'PRP$'), ('valentine', 'NN'), ('w/', 'SYM'), ('heart', 'NN'), ('design', 'NN'), ('striped', 'VBN'), ('long', 'JJ'), ('sleeve', 'NN')]"
6054,"Zadie Leopard Print Top in Olive Green, green leopard long sleeve blouse with collar and v-neckline with raw hem","[('zadie', 'NN'), ('leopard', 'NN'), ('print', 'NN'), ('top', 'NN'), ('in', 'IN'), ('olive', 'NN'), ('green', 'JJ'), (',', ','), ('green', 'JJ'), ('leopard', 'NN'), ('long', 'JJ'), ('sleeve', 'NN'), ('blouse', 'NN'), ('with', 'IN'), ('collar', 'NN'), ('and', 'CC'), ('v-neckline', 'NN'), ('with', 'IN'), ('raw', 'JJ'), ('hem', 'NN')]"
6055,Total sale shopping bag Flat style icon vector image vector image,"[('total', 'JJ'), ('sale', 'NN'), ('shopping', 'NN'), ('bag', 'NN'), ('flat', 'JJ'), ('style', 'NN'), ('icon', 'NN'), ('vector', 'NN'), ('image', 'NN'), ('vector', 'NN'), ('image', 'NN')]"
6056,"Load image into Gallery viewer, Purple Color Sana Silk Saree with highlighted all over Silver motif and Pallu","[('load', 'VB'), ('image', 'NN'), ('into', 'IN'), ('gallery', 'NN'), ('viewer', 'NN'), (',', ','), ('purple', 'JJ'), ('color', 'NN'), ('sana', 'NN'), ('silk', 'NN'), ('saree', 'NN'), ('with', 'IN'), ('highlighted', 'VBN'), ('all', 'RB'), ('over', 'IN'), ('silver', 'NN'), ('motif', 'NN'), ('and', 'CC'), ('pallu', 'NN')]"
6057,1934---Ode-to-the-Sweater,"[('1934', 'CD'), ('---', ','), ('ode', 'NN'), ('-', 'HYPH'), ('to', 'IN'), ('-', 'HYPH'), ('the', 'DT'), ('-', 'HYPH'), ('sweater', 'NN')]"
6058,"Eco Style Sports Voyage Backpack, Fits 16.4 Notebook, Black Silver","[('eco', 'NN'), ('style', 'NN'), ('sports', 'NNS'), ('voyage', 'NN'), ('backpack', 'NN'), (',', ','), ('fits', 'VBZ'), ('16.4', 'CD'), ('notebook', 'NN'), (',', ','), ('black', 'JJ'), ('silver', 'NN')]"
6059,Chic Home Central Garden 9 Piece Floral Bed in a Bag Comforter Set,"[('chic', 'JJ'), ('home', 'NN'), ('central', 'JJ'), ('garden', 'NN'), ('9', 'CD'), ('piece', 'NN'), ('floral', 'JJ'), ('bed', 'NN'), ('in', 'IN'), ('a', 'DT'), ('bag', 'NN'), ('comforter', 'NN'), ('set', 'NN')]"
6060,Woman walking beach sunset. Woman walking away beach sand sunset sea ocean water summer vacation Stock Image,"[('woman', 'NN'), ('walking', 'VBG'), ('beach', 'NN'), ('sunset', 'NN'), ('.', '.'), ('woman', 'NN'), ('walking', 'VBG'), ('away', 'RB'), ('beach', 'NN'), ('sand', 'NN'), ('sunset', 'NN'), ('sea', 'NN'), ('ocean', 'NN'), ('water', 'NN'), ('summer', 'NN'), ('vacation', 'NN'), ('stock', 'NN'), ('image', 'NN')]"
6061,Bubbies Throw Pillow,"[('bubbies', 'NNS'), ('throw', 'VBP'), ('pillow', 'NN')]"
6062,Channing Tatum Quotes,"[('channing', 'VBG'), ('tatum', 'NNP'), ('quotes', 'NNS')]"
6063,floral seamless pattern,"[('floral', 'JJ'), ('seamless', 'JJ'), ('pattern', 'NN')]"
6064,"""Nanette Lepore Hologram 3/4"""" Band Belt in Emerald""","[('""', '``'), ('nanette', 'FW'), ('lepore', 'FW'), ('hologram', 'NN'), ('3/4', 'FW'), ('""', ""''""), ('""', '``'), ('band', 'NN'), ('belt', 'NN'), ('in', 'IN'), ('emerald', 'NN'), ('""', ""''"")]"
6065,paxil-withdrawal-voices-from-the-edge-english-edition,"[('paxil', 'NN'), ('-', 'HYPH'), ('withdrawal', 'NN'), ('-', 'HYPH'), ('voices', 'NNS'), ('-', 'HYPH'), ('from', 'IN'), ('-', 'HYPH'), ('the', 'DT'), ('-edge-english-edition', 'NN')]"
6066,"How To Assemble A Desktop PC/Choosing the parts - Wikibooks, open","[('how', 'WRB'), ('to', 'TO'), ('assemble', 'VB'), ('a', 'DT'), ('desktop', 'NN'), ('pc/', 'NN'), ('choosing', 'VBG'), ('the', 'DT'), ('parts', 'NNS'), ('-', 'HYPH'), ('wikibooks', 'NN'), (',', ','), ('open', 'JJ')]"
6067,"WIHTU Bathroom Vanity Light Fixtures, 3-Light Modern Wall Sconce with Matte Black Finish, Vintage Indoor Wall Lighting with Glass Shade, Wall Lamp for Mirror Cabinet, Powder Room, Dressing Table","[('wihtu', 'NN'), ('bathroom', 'NN'), ('vanity', 'NN'), ('light', 'NN'), ('fixtures', 'NNS'), (',', ','), ('3', 'CD'), ('-', 'HYPH'), ('light', 'JJ'), ('modern', 'JJ'), ('wall', 'NN'), ('sconce', 'NN'), ('with', 'IN'), ('matte', 'NN'), ('black', 'JJ'), ('finish', 'NN'), (',', ','), ('vintage', 'JJ'), ('indoor', 'JJ'), ('wall', 'NN'), ('lighting', 'NN'), ('with', 'IN'), ('glass', 'NN'), ('shade', 'NN'), (',', ','), ('wall', 'NN'), ('lamp', 'NN'), ('for', 'IN'), ('mirror', 'NN'), ('cabinet', 'NN'), (',', ','), ('powder', 'NN'), ('room', 'NN'), (',', ','), ('dressing', 'NN'), ('table', 'NN')]"
6068,U.S.MARINE CORPS Hooded Parka sizeS used,"[('u.s.', 'NNP'), ('marine', 'NN'), ('corps', 'NN'), ('hooded', 'VBN'), ('parka', 'NN'), ('sizes', 'NNS'), ('used', 'VBD')]"
6069,How To Clean A Mig Weld Liner,"[('how', 'WRB'), ('to', 'TO'), ('clean', 'VB'), ('a', 'DT'), ('mig', 'NN'), ('weld', 'NN'), ('liner', 'NN')]"
6070,ENGLISH Lavender Damask Quinceanera Invitation,"[('english', 'JJ'), ('lavender', 'NN'), ('damask', 'NN'), ('quinceanera', 'NN'), ('invitation', 'NN')]"
6071,Stop Believing These 6 Common Pricing Myths When You Sell Your Home,"[('stop', 'VB'), ('believing', 'VBG'), ('these', 'DT'), ('6', 'CD'), ('common', 'JJ'), ('pricing', 'NN'), ('myths', 'NNS'), ('when', 'WRB'), ('you', 'PRP'), ('sell', 'VBP'), ('your', 'PRP$'), ('home', 'NN')]"
6072,commander 85 cover,"[('commander', 'NN'), ('85', 'CD'), ('cover', 'NN')]"
6073,Freetime in White by SAS found at Mar-Lou Shoes in Cleveland Ohio,"[('freetime', 'NN'), ('in', 'IN'), ('white', 'JJ'), ('by', 'IN'), ('sas', 'NN'), ('found', 'VBN'), ('at', 'IN'), ('mar', 'NNP'), ('-', 'HYPH'), ('lou', 'NNP'), ('shoes', 'NNS'), ('in', 'IN'), ('cleveland', 'NNP'), ('ohio', 'NNP')]"
6074,2-Pack Performance Train Light Socks - yellow and black - PUMA 271003001-385,"[('2', 'CD'), ('-', ','), ('pack', 'NN'), ('performance', 'NN'), ('train', 'NN'), ('light', 'NN'), ('socks', 'NNS'), ('-', ','), ('yellow', 'JJ'), ('and', 'CC'), ('black', 'JJ'), ('-', 'HYPH'), ('puma', 'NNP'), ('271003001-385', 'CD')]"
6075,"9781340043544: A Popular Account of the Ancient Egyptians: Illustrated with Five Hundred Woodcuts, Volume 2","[('9781340043544', 'CD'), (':', ':'), ('a', 'DT'), ('popular', 'JJ'), ('account', 'NN'), ('of', 'IN'), ('the', 'DT'), ('ancient', 'JJ'), ('egyptians', 'NNS'), (':', ':'), ('illustrated', 'VBN'), ('with', 'IN'), ('five', 'CD'), ('hundred', 'CD'), ('woodcuts', 'NNS'), (',', ','), ('volume', 'NN'), ('2', 'CD')]"
6076,(English) Perspectives on the EU-Africa Relationship,"[('(', '-LRB-'), ('english', 'NNP'), (')', '-RRB-'), ('perspectives', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('eu-africa', 'NN'), ('relationship', 'NN')]"
6077,"ETERNS: WHAT EVERY CAMPUSNEEDS TO PULL OFF A TECHNOLOGY          REVOLUTIONBeth Gordon Klingner, Samantha Egan, Megan Burk...","[('eterns', 'NNS'), (':', ':'), ('what', 'WP'), ('every', 'DT'), ('campusneeds', 'NNS'), ('to', 'TO'), ('pull', 'VB'), ('off', 'RP'), ('a', 'DT'), ('technology', 'NN'), ('revolutionbeth', 'NN'), ('gordon', 'NNP'), ('klingner', 'FW'), (',', ','), ('samantha', 'NNP'), ('egan', 'NNP'), (',', ','), ('megan', 'NNP'), ('burk', 'NNP'), ('...', '.')]"
6078,Gold Coast Titans winger David Mead leaps for a high ball during a training run at Ballina.,"[('gold', 'NN'), ('coast', 'NN'), ('titans', 'NNS'), ('winger', 'NN'), ('david', 'NNP'), ('mead', 'NN'), ('leaps', 'NNS'), ('for', 'IN'), ('a', 'DT'), ('high', 'JJ'), ('ball', 'NN'), ('during', 'IN'), ('a', 'DT'), ('training', 'NN'), ('run', 'NN'), ('at', 'IN'), ('ballina', 'NNP'), ('.', '.')]"
6079,Guinness World Record für Wildkogel Arena,"[('guinness', 'NN'), ('world', 'NN'), ('record', 'NN'), ('für', 'NNP'), ('wildkogel', 'NN'), ('arena', 'NN')]"
6080,QR code with Tootles & Slightly contacts,"[('qr', 'NN'), ('code', 'NN'), ('with', 'IN'), ('tootles', 'NNS'), ('&', 'CC'), ('slightly', 'RB'), ('contacts', 'NNS')]"
6081,Cartoon penguin wearing a colorful rainbow scarf aprons,"[('cartoon', 'NN'), ('penguin', 'NN'), ('wearing', 'VBG'), ('a', 'DT'), ('colorful', 'JJ'), ('rainbow', 'NN'), ('scarf', 'NN'), ('aprons', 'NNS')]"
6082,Michelle Rodriguez – 'Widows' Premiere at 62nd BFI London Film Festival in London,"[('michelle', 'NNP'), ('rodriguez', 'NNP'), ('–', ':'), (""'"", '``'), ('widows', 'NNS'), (""'"", ""''""), ('premiere', 'NN'), ('at', 'IN'), ('62nd', 'NNP'), ('bfi', 'NNP'), ('london', 'NNP'), ('film', 'NN'), ('festival', 'NN'), ('in', 'IN'), ('london', 'NNP')]"
6083,kitchen kitchen light fixtures 10 kitchen light fixtures how to,"[('kitchen', 'NN'), ('kitchen', 'NN'), ('light', 'NN'), ('fixtures', 'VBZ'), ('10', 'CD'), ('kitchen', 'NN'), ('light', 'NN'), ('fixtures', 'NNS'), ('how', 'WRB'), ('to', 'TO')]"
6084,környezetek zónába migrálhatók Solaris 11 Zone Solaris 10 Zone Oracle Solaris 11 Solaris 11 Zone Solaris 10 Zone Oracle Solaris 11 Solaris 8 Zone Oracle VM for,"[('környezetek', 'NNP'), ('zónába', 'NNP'), ('migrálhatók', 'NNP'), ('solaris', 'NNP'), ('11', 'CD'), ('zone', 'NN'), ('solaris', 'NNP'), ('10', 'CD'), ('zone', 'NN'), ('oracle', 'NN'), ('solaris', 'NNP'), ('11', 'CD'), ('solaris', 'NNP'), ('11', 'CD'), ('zone', 'NN'), ('solaris', 'NNP'), ('10', 'CD'), ('zone', 'NN'), ('oracle', 'NN'), ('solaris', 'NNP'), ('11', 'CD'), ('solaris', 'NNP'), ('8', 'CD'), ('zone', 'NN'), ('oracle', 'NN'), ('vm', 'NN'), ('for', 'IN')]"
6085,Painting Water - Phthalo Blue Glazes - © John Lovett,"[('painting', 'NN'), ('water', 'NN'), ('-', 'HYPH'), ('phthalo', 'NN'), ('blue', 'JJ'), ('glazes', 'NNS'), ('-', 'HYPH'), ('©', 'NFP'), ('john', 'NNP'), ('lovett', 'NNP')]"
6086,The table mountain in Capetown South Africa stock photo,"[('the', 'DT'), ('table', 'NN'), ('mountain', 'NN'), ('in', 'IN'), ('capetown', 'NNP'), ('south', 'NNP'), ('africa', 'NNP'), ('stock', 'NN'), ('photo', 'NN')]"
6087,"Ermanno Scervino Knitwear Fashion, Knit Fashion, Love Fashion, Runway Fashion, Womens Fashion, High Fashion Dresses, Lookbook, Elegant Outfit, Casual Street Style","[('ermanno', 'NNP'), ('scervino', 'NN'), ('knitwear', 'NN'), ('fashion', 'NN'), (',', ','), ('knit', 'NN'), ('fashion', 'NN'), (',', ','), ('love', 'NN'), ('fashion', 'NN'), (',', ','), ('runway', 'NN'), ('fashion', 'NN'), (',', ','), ('womens', 'NNS'), ('fashion', 'NN'), (',', ','), ('high', 'JJ'), ('fashion', 'NN'), ('dresses', 'NNS'), (',', ','), ('lookbook', 'NN'), (',', ','), ('elegant', 'JJ'), ('outfit', 'NN'), (',', ','), ('casual', 'JJ'), ('street', 'NN'), ('style', 'NN')]"
6088,"Dead Island Riptide (Special Edition) (Games, PS3)","[('dead', 'JJ'), ('island', 'NN'), ('riptide', 'NN'), ('(', '-LRB-'), ('special', 'JJ'), ('edition', 'NN'), (')', '-RRB-'), ('(', '-LRB-'), ('games', 'NNS'), (',', ','), ('ps3', 'NN'), (')', '-RRB-')]"
6089,Fighter tightening karate belt against composite image of playing field indoor,"[('fighter', 'NN'), ('tightening', 'NN'), ('karate', 'NN'), ('belt', 'NN'), ('against', 'IN'), ('composite', 'JJ'), ('image', 'NN'), ('of', 'IN'), ('playing', 'VBG'), ('field', 'NN'), ('indoor', 'NN')]"
6090,"x-well cell culture chamber, 8-well, on glass slide, removable frame","[('x', 'NN'), ('-', 'HYPH'), ('well', 'UH'), ('cell', 'NN'), ('culture', 'NN'), ('chamber', 'NN'), (',', ','), ('8', 'CD'), ('-', ','), ('well', 'UH'), (',', ','), ('on', 'IN'), ('glass', 'NN'), ('slide', 'NN'), (',', ','), ('removable', 'JJ'), ('frame', 'NN')]"
6091,2010 Volkswagen New Beetle Coupe 2dr Red Rock Edition,"[('2010', 'CD'), ('volkswagen', 'NNP'), ('new', 'JJ'), ('beetle', 'NN'), ('coupe', 'NN'), ('2dr', 'NNP'), ('red', 'JJ'), ('rock', 'NN'), ('edition', 'NN')]"
6092,Red Stripe Cozy Cup,"[('red', 'JJ'), ('stripe', 'NN'), ('cozy', 'JJ'), ('cup', 'NN')]"
6093,Kingston HyperX Predator 16GB DDR4 (kit 2x 8GB) 3000MHz CL15 DIMM memória - HX430C15PB3K2/16,"[('kingston', 'NNP'), ('hyperx', 'NNP'), ('predator', 'NN'), ('16gb', 'NN'), ('ddr4', 'NNP'), ('(', '-LRB-'), ('kit', 'NN'), ('2', 'CD'), ('x', 'SYM'), ('8gb', 'NN'), (')', '-RRB-'), ('3000', 'CD'), ('mhz', 'NN'), ('cl15', 'NN'), ('dimm', 'NN'), ('memória', 'NN'), ('-', ','), ('hx430c15pb3k2/16', 'NN')]"
6094,"""""""2pc8mm"""""""" Shank V Groove & Matched Tongue Router Bit Set W/ Premium Ball Bearings Woodworking Cutte""""""","[('""', '``'), ('""', '``'), ('""', '``'), ('2', 'CD'), ('pc8', 'NN'), ('mm', 'NN'), ('""', ""''""), ('""', '``'), ('""', ""''""), ('""', '``'), ('shank', 'NN'), ('v', 'FW'), ('groove', 'NN'), ('&', 'CC'), ('matched', 'VBN'), ('tongue', 'NN'), ('router', 'NN'), ('bit', 'NN'), ('set', 'FW'), ('w/', 'HYPH'), ('premium', 'JJ'), ('ball', 'NN'), ('bearings', 'NNS'), ('woodworking', 'NN'), ('cutte', 'NN'), ('""', ""''""), ('""', ""''""), ('""', ""''"")]"
6095,WWE Smackdown vs. RAW 2010,"[('wwe', 'NNP'), ('smackdown', 'NNP'), ('vs.', 'IN'), ('raw', 'JJ'), ('2010', 'CD')]"
6096,"Ray Thompson of the Cowboys scores a try during the round 13 NRL match between the North Queensland Cowboys and the Newcastle Knights at 1300SMILES Stadium on June 4, 2016 in Townsville, Australia.","[('ray', 'NN'), ('thompson', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('cowboys', 'NNS'), ('scores', 'VBZ'), ('a', 'DT'), ('try', 'NN'), ('during', 'IN'), ('the', 'DT'), ('round', 'NN'), ('13', 'CD'), ('nrl', 'NN'), ('match', 'NN'), ('between', 'IN'), ('the', 'DT'), ('north', 'JJ'), ('queensland', 'NNP'), ('cowboys', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('newcastle', 'NNP'), ('knights', 'NNS'), ('at', 'IN'), ('1300', 'CD'), ('smiles', 'NNS'), ('stadium', 'NN'), ('on', 'IN'), ('june', 'NNP'), ('4', 'CD'), (',', ','), ('2016', 'CD'), ('in', 'IN'), ('townsville', 'NNP'), (',', ','), ('australia', 'NNP'), ('.', '.')]"
6097,Sarah Coventry Ring - Twin Jades,"[('sarah', 'NNP'), ('coventry', 'NNP'), ('ring', 'NN'), ('-', 'HYPH'), ('twin', 'NN'), ('jades', 'NNS')]"
6098,Wesley Clark and Tom Ridge at College Hall,"[('wesley', 'NNP'), ('clark', 'NNP'), ('and', 'CC'), ('tom', 'NN'), ('ridge', 'VB'), ('at', 'IN'), ('college', 'NN'), ('hall', 'NN')]"
6099,"Couple Engagement Session by the East River Kissing in Brooklyn, NY","[('couple', 'NN'), ('engagement', 'NN'), ('session', 'NN'), ('by', 'IN'), ('the', 'DT'), ('east', 'JJ'), ('river', 'NN'), ('kissing', 'VBG'), ('in', 'IN'), ('brooklyn', 'NNP'), (',', ','), ('ny', 'NNP')]"
6100,Metro 95-6244-Antic-gold Mobile Cover,"[('metro', 'NNP'), ('95-6244', 'CD'), ('-', ','), ('antic', 'NN'), ('-', 'HYPH'), ('gold', 'NN'), ('mobile', 'NN'), ('cover', 'NN')]"
6101,2006 Ford GT,"[('2006', 'CD'), ('ford', 'NNP'), ('gt', 'NN')]"
6102,"""""""Red Tails"""" Premiere Kimberly Locke1-10-2012 / Ziegfeld Theater / New York NY / Twentieth Century Fox / Photo by Eric Reichbaum - Image 24144_0175""","[('""', '``'), ('""', '``'), ('""', '``'), ('red', 'JJ'), ('tails', 'NNS'), ('""', ""''""), ('""', '``'), ('premiere', 'NN'), ('kimberly', 'NNP'), ('locke1', 'NNP'), ('-', 'HYPH'), ('10', 'CD'), ('-', 'SYM'), ('2012', 'CD'), ('/', ','), ('ziegfeld', 'NNP'), ('theater', 'NN'), ('/', ','), ('new', 'JJ'), ('york', 'NNP'), ('ny', 'NNP'), ('/', ','), ('twentieth', 'NNP'), ('century', 'NN'), ('fox', 'NNP'), ('/', ','), ('photo', 'NN'), ('by', 'IN'), ('eric', 'NNP'), ('reichbaum', 'FW'), ('-', 'HYPH'), ('image', 'NN'), ('24144_0175', 'CD'), ('""', ""''"")]"
6103,2014 Toyota Corolla ZRE182R Ascent S-CVT Positano Bronze 7 Speed Constant Variable Hatchback,"[('2014', 'CD'), ('toyota', 'NN'), ('corolla', 'NN'), ('zre', 'NN'), ('182r', 'CD'), ('ascent', 'NN'), ('s-cvt', 'NN'), ('positano', 'NN'), ('bronze', 'NN'), ('7', 'CD'), ('speed', 'NN'), ('constant', 'JJ'), ('variable', 'JJ'), ('hatchback', 'NN')]"
6104,NFL Chef Hat and Apron Set,"[('nfl', 'NN'), ('chef', 'NN'), ('hat', 'NN'), ('and', 'CC'), ('apron', 'NN'), ('set', 'NN')]"
6105,"Pasta Salad with Homemade Italian Dressing | Karla M Curry1 box tri-color rotini (or any pasta you prefer) 1 big bunch of broccoli, cut into small pieces 1/2 container grape tomatoes, halved or quartered 1/2 block montery jack cheese, cubed 1 recipe Homemade Italian Dressing (recipe follows)","[('pasta', 'NN'), ('salad', 'NN'), ('with', 'IN'), ('homemade', 'JJ'), ('italian', 'JJ'), ('dressing', 'NN'), ('|', 'NFP'), ('karla', 'NN'), ('m', 'NN'), ('curry', 'NN'), ('1', 'CD'), ('box', 'NN'), ('tri-color', 'NN'), ('rotini', 'NN'), ('(', '-LRB-'), ('or', 'CC'), ('any', 'DT'), ('pasta', 'NN'), ('you', 'PRP'), ('prefer', 'VBP'), (')', '-RRB-'), ('1', 'CD'), ('big', 'JJ'), ('bunch', 'NN'), ('of', 'IN'), ('broccoli', 'NN'), (',', ','), ('cut', 'VBN'), ('into', 'IN'), ('small', 'JJ'), ('pieces', 'NNS'), ('1', 'CD'), ('/', 'SYM'), ('2', 'CD'), ('container', 'NN'), ('grape', 'NN'), ('tomatoes', 'NNS'), (',', ','), ('halved', 'VBN'), ('or', 'CC'), ('quartered', 'VBN'), ('1', 'CD'), ('/', 'SYM'), ('2', 'CD'), ('block', 'NN'), ('montery', 'NN'), ('jack', 'NN'), ('cheese', 'NN'), (',', ','), ('cubed', 'VBN'), ('1', 'CD'), ('recipe', 'NN'), ('homemade', 'JJ'), ('italian', 'JJ'), ('dressing', 'NN'), ('(', '-LRB-'), ('recipe', 'NN'), ('follows', 'VBZ'), (')', '-RRB-')]"
6106,Metal Max Xeno for PlayStation 4,"[('metal', 'NN'), ('max', 'NN'), ('xeno', 'NN'), ('for', 'IN'), ('playstation', 'NNP'), ('4', 'CD')]"
6107,Training Your Afghan Hound And Understanding Their Behavior,"[('training', 'VBG'), ('your', 'PRP$'), ('afghan', 'JJ'), ('hound', 'NN'), ('and', 'CC'), ('understanding', 'VBG'), ('their', 'PRP$'), ('behavior', 'NN')]"
6108,Lineage,"[('lineage', 'NN')]"
6109,Geneva Accords,"[('geneva', 'NNP'), ('accords', 'NNS')]"
6110,U.S. Polo Assn. - U.S. Polo Assn. Men's Black Synthetic Leather Strap Black Classic Watch US5159 US5159,"[('u.s.', 'NNP'), ('polo', 'NN'), ('assn', 'NN'), ('.', '.'), ('-', ','), ('u.s.', 'NNP'), ('polo', 'NN'), ('assn.', 'NN'), (""men's"", 'NN'), ('black', 'JJ'), ('synthetic', 'JJ'), ('leather', 'NN'), ('strap', 'NN'), ('black', 'JJ'), ('classic', 'JJ'), ('watch', 'NN'), ('us5159', 'NN'), ('us5159', 'CD')]"
6111,Best Modern Dining Room Decoration Ideas17,"[('best', 'JJS'), ('modern', 'JJ'), ('dining', 'NN'), ('room', 'NN'), ('decoration', 'NN'), ('ideas17', 'NN')]"
6112,Fried Anchovy-Stuffed Zucchini Blossoms | SAVEUR,"[('fried', 'VBN'), ('anchovy', 'NN'), ('-', 'HYPH'), ('stuffed', 'VBN'), ('zucchini', 'NN'), ('blossoms', 'NNS'), ('|', 'NFP'), ('saveur', 'NN')]"
6113,gas pump machines outside Cutler General Store,"[('gas', 'NN'), ('pump', 'NN'), ('machines', 'NNS'), ('outside', 'IN'), ('cutler', 'NN'), ('general', 'JJ'), ('store', 'NN')]"
6114,LAYLAX/SATELLITE - Range Bag (Soft Handgun Case),"[('laylax', 'NN'), ('/', ','), ('satellite', 'NN'), ('-', 'HYPH'), ('range', 'NN'), ('bag', 'NN'), ('(', '-LRB-'), ('soft', 'JJ'), ('handgun', 'NN'), ('case', 'NN'), (')', '-RRB-')]"
6115,Chinese food.,"[('chinese', 'JJ'), ('food', 'NN'), ('.', '.')]"
6116,"Gaston Leroux: GOTHIC CRIME MYSTERIES – Premium Collection: The Phantom of the Opera, The Mystery of the Yellow Room, The Secret of the Night, The Man with the Black Feather & Balaoo","[('gaston', 'NNP'), ('leroux', 'NNP'), (':', ':'), ('gothic', 'JJ'), ('crime', 'NN'), ('mysteries', 'NNS'), ('–', ':'), ('premium', 'JJ'), ('collection', 'NN'), (':', ':'), ('the', 'DT'), ('phantom', 'NN'), ('of', 'IN'), ('the', 'DT'), ('opera', 'NN'), (',', ','), ('the', 'DT'), ('mystery', 'NN'), ('of', 'IN'), ('the', 'DT'), ('yellow', 'JJ'), ('room', 'NN'), (',', ','), ('the', 'DT'), ('secret', 'NN'), ('of', 'IN'), ('the', 'DT'), ('night', 'NN'), (',', ','), ('the', 'DT'), ('man', 'NN'), ('with', 'IN'), ('the', 'DT'), ('black', 'JJ'), ('feather', 'NN'), ('&', 'CC'), ('balaoo', 'NN')]"
6117,Lime Green Ribbon and Lace 1950s 1960s Evening Dress VLV,"[('lime', 'JJ'), ('green', 'JJ'), ('ribbon', 'NN'), ('and', 'CC'), ('lace', 'NN'), ('1950s', 'NNS'), ('1960s', 'NN'), ('evening', 'NN'), ('dress', 'NN'), ('vlv', 'NN')]"
6118,Water Pump for  INTERNATIONAL for sale-59216676,"[('water', 'NN'), ('pump', 'NN'), ('for', 'IN'), ('international', 'JJ'), ('for', 'IN'), ('sale', 'NN'), ('-', 'SYM'), ('59216676', 'CD')]"
6119,Dissertation binding service coventry one,"[('dissertation', 'NN'), ('binding', 'NN'), ('service', 'NN'), ('coventry', 'NNP'), ('one', 'CD')]"
6120,Buy Sudafed PE Sinus and Allergy Pain Relief 24 Tablets Online at ...,"[('buy', 'VB'), ('sudafed', 'NN'), ('pe', 'NN'), ('sinus', 'NN'), ('and', 'CC'), ('allergy', 'NN'), ('pain', 'NN'), ('relief', 'NN'), ('24', 'CD'), ('tablets', 'NNS'), ('online', 'RB'), ('at', 'IN'), ('...', '.')]"
